Date (GMT+1),Hydro Run-of-River,Biomass,Fossil brown coal / lignite,Fossil hard coal,Fossil oil,Fossil coal-derived gas,Fossil gas,Geothermal,Hydro water reservoir,Hydro pumped storage,Others,Waste,Wind offshore,Wind onshore,Solar,Load (incl. self-consumption)
,Power (MW),Power (MW),Power (MW),Power (MW),Power (MW),Power (MW),Power (MW),Power (MW),Power (MW),Power (MW),Power (MW),Power (MW),Power (MW),Power (MW),Power (MW),Power (MW)
2025-01-01T00:00+01:00,1327.5,4501.3,3336.8,2691.3,513.3,668.7,5017.1,23.8,108.6,453.1,1479.8,961.3,2415.1,32462.5,0,50971.8
2025-01-01T00:15+01:00,1332.6,4355.5,3350.9,2447.3,513.4,568,5000.2,23.8,160.7,838.4,1480.2,961,2601.3,32322.9,0,50048
2025-01-01T00:30+01:00,1337.4,4288.4,3347.5,2423.2,513.3,567.1,4952.9,23.8,75.1,435.4,1480.3,961.1,2542.3,32321.4,0,50088.8
2025-01-01T00:45+01:00,1335.3,4257.1,3379.6,2411.4,513.3,579.3,5019.7,23.9,58,105.9,1480,962.5,2450,32383.3,0,49955.6
2025-01-01T01:00+01:00,1349.2,4329.6,3930.2,2404.7,513.3,570.7,4799.9,24,58.5,367,1479.5,966.4,2252.6,32740,0,49695.9
2025-01-01T01:15+01:00,1341.6,4274.7,3956.2,2422.2,513.4,560.2,4507.2,23.9,30.2,84.9,1479.2,956.8,2510,32973.3,0,49408
2025-01-01T01:30+01:00,1346,4270.7,3779.6,2415.2,513.3,567.5,4485.1,23.9,55.5,124.7,1478.8,967.7,2410.5,33122,0,49291.8
2025-01-01T01:45+01:00,1352.8,4275.1,3676.5,2420.1,513.4,581,4643.2,23.9,55.4,0.3,1478.8,967,2407.9,33192.6,0,48985.8
2025-01-01T02:00+01:00,1356.6,4233.5,3394.7,2418.8,513.4,564.1,4458.5,23.9,35.1,3.8,1478.6,961.4,2676.4,33256.2,0,48683.8
2025-01-01T02:15+01:00,1364.3,4262.2,3339.9,2422,513.4,532.4,4511.2,23.9,17.3,0.2,1481.2,960.9,2663.9,33393.6,0,48284.8
2025-01-01T02:30+01:00,1363.8,4260.4,3350.4,2410.9,513.3,543,4494.4,23.9,40.3,0.2,1480.3,964.3,2586.3,33184.7,0,48051
2025-01-01T02:45+01:00,1367.4,4275.5,3311.7,2403.4,513.3,513.2,4503.6,24.1,23,0.2,1480,962,2529.9,33166.8,0,47856.5
2025-01-01T03:00+01:00,1366.5,4271.8,3315.9,2410.1,513.3,502.7,4462.7,24.2,21.9,306,1481.5,951.5,1805.2,32220.6,0,47262.8
2025-01-01T03:15+01:00,1364,4266.1,3306.1,2351,513.4,488.4,4542.8,24.2,22.8,81.6,1478.5,954.2,1746.9,32110,0,47251.8
2025-01-01T03:30+01:00,1361.9,4249,3303.7,2303.4,513.3,490.6,4606.1,24.1,15.1,0.2,1478.5,959.7,1640.6,32429.7,0,46745.3
2025-01-01T03:45+01:00,1364,4257.2,3312.6,2313.8,513.3,496.2,4620.1,24.2,9.3,0.2,1478.1,958.6,1544.3,32732,0,46671.6
2025-01-01T04:00+01:00,1360.5,4251.2,3334.8,2303.4,513.3,487.8,4622.3,24.2,60.3,10.4,1478.5,947.7,1424,32562.1,0,46050.8
2025-01-01T04:15+01:00,1356.2,4233.7,3324.7,2313.4,513.4,475.9,4632.3,24.3,17.6,1.6,1478.8,963.8,1379.3,32447.2,0,46128
2025-01-01T04:30+01:00,1353.7,4222.4,3316.2,2298,513.3,467.4,4588.2,24.3,21.9,1.3,1479.5,962.1,1296.6,32599.5,12.9,45887.8
2025-01-01T04:45+01:00,1352.4,4221.4,3307.8,2264.6,513.4,465.5,4624.2,24.3,12.9,0.1,1479.5,958.7,1211.1,32819.8,12.8,45664.4
2025-01-01T05:00+01:00,1347.2,4213.8,3297,2137.5,513.3,469.1,4733.6,24.2,9.4,0,1478.3,971.4,1267,32935,13.6,46325.9
2025-01-01T05:15+01:00,1348.2,4226.5,3308,2122.6,513.3,470.8,4762.4,24.2,11,0,1478.6,962.9,1230.5,32964.1,12.5,46154.8
2025-01-01T05:30+01:00,1346.5,4238.6,3316.1,2136.6,513.3,462.3,4757.9,24.1,10.7,0,1478.6,963.4,1166.7,33132.9,12.5,46109.6
2025-01-01T05:45+01:00,1348.2,4256.4,3305.9,2143.5,513.3,462.4,4763.1,24.1,12.3,0,1479.3,956.4,987.6,33195.7,12.5,46035.9
2025-01-01T06:00+01:00,1341.6,4277.6,3326,2086.7,513.3,477.9,4750.1,24,44.7,19,1467,965.2,935.1,34916.7,14.6,45703.8
2025-01-01T06:15+01:00,1344,4272.2,3325.7,2053.1,513.4,468.1,4735.5,23.9,45.3,34.2,1465.4,959.2,1006,34842.9,14.8,45451.2
2025-01-01T06:30+01:00,1341.6,4264.3,3319.3,1969.3,513.3,452.6,4778.5,23.9,34.4,12.9,1465.1,954.2,1102.9,34792.3,14.9,45428
2025-01-01T06:45+01:00,1345.3,4283.4,3311.2,1951,513.3,464.9,4812.1,23.9,84.4,1.4,1465.2,966.6,1103.6,35040.8,15.1,45251.8
2025-01-01T07:00+01:00,1342.7,4320.7,3362.5,1845.6,513.4,455.6,4793.2,23.9,181.9,322.8,1465.1,963.4,1257.5,35419.1,15.2,45486
2025-01-01T07:15+01:00,1336.7,4319,3338.7,1756.7,513.4,474.6,4739.8,23.1,163.6,22.9,1464.6,958.2,1269.5,35489.2,15.5,45800.7
2025-01-01T07:30+01:00,1323.4,4262.2,3315.3,1766.6,513.4,461.4,4701.5,23,151.2,23.1,1465.3,961.3,1345.9,35643.1,16.3,45932.5
2025-01-01T07:45+01:00,1324.8,4338.9,3323.4,1694.9,513.3,462.6,4623.8,23,106.2,11.4,1464.8,965.3,1366.7,35597.4,23,46085.2
2025-01-01T08:00+01:00,1329.4,4410.4,3313.2,1678,513.3,455.6,4565,23,104.6,23.7,1464.4,959.3,2305.8,35311.1,61.4,47454.2
2025-01-01T08:15+01:00,1332.6,4439.1,3315.4,1688.7,513.3,454.3,4348.4,22.9,108.3,66.9,1464.6,955.7,2509.1,35268.1,293.5,47982.4
2025-01-01T08:30+01:00,1339.6,4441.3,3335.5,1627.7,513.4,450.3,4201,22.8,135.8,68.9,1463.9,950.4,2439,34970.4,1313.8,48217.6
2025-01-01T08:45+01:00,1347.6,4423.1,3334.5,1615.4,513.3,458.7,4269.8,22.7,87.3,66.8,1464.8,965.4,2422.2,34913.7,2409.4,48639.1
2025-01-01T09:00+01:00,1360.9,4434.5,3316.8,1623.4,513.3,457.2,4279.5,22.5,107.6,27.3,1464.5,964.8,2238.3,34171.3,3682.8,49375.7
2025-01-01T09:15+01:00,1374.1,4427,3324.6,1618.6,513.4,452.2,4280,22.4,149.6,41,1464.3,966.1,2102.1,34012.8,4986.3,49845.6
2025-01-01T09:30+01:00,1380.8,4445.5,3324.7,1623.2,513.4,456.3,4277.3,22.2,165.4,56.6,1465.1,960.9,2020.1,33969.3,6409.3,50375
2025-01-01T09:45+01:00,1386.8,4446.2,3322.1,1631.7,513.4,475.9,4245.6,22.1,52.8,37.4,1464.6,960.4,2015.5,34119.2,7763.2,51208.3
2025-01-01T10:00+01:00,1388.6,4396.8,3355.3,1628.2,513.3,493.1,4269.8,21.9,119.3,45,1441.5,960.9,2169.6,35208.7,9127.2,51977.6
2025-01-01T10:15+01:00,1392.4,4376.6,3356.7,1632.3,513.3,514.4,4243.7,21.6,47.1,25.4,1437.9,963.8,2189.3,35718.7,10520.2,52560.2
2025-01-01T10:30+01:00,1389.1,4319.4,3358.4,1645.4,513.4,492.5,4221.9,21.5,108.3,34.5,1437.7,961.9,2033.5,35779.9,11817,52858.8
2025-01-01T10:45+01:00,1389.3,4326.1,3360,1648.2,513.4,493.2,4253.3,21.2,45.5,2.4,1437.6,962,2073.1,35667.5,13144.5,53550.2
2025-01-01T11:00+01:00,1404.2,4371.1,3355.7,1638.4,513.4,522.6,4247.6,20.8,66.7,32.1,1433.5,959,1840.3,35784,14354.9,54172.3
2025-01-01T11:15+01:00,1406,4375.3,3350.5,1643.9,513.3,537.2,4219.3,20.6,61,45.7,1425.4,961.3,1855.8,35442.8,15462.5,54734.3
2025-01-01T11:30+01:00,1409,4382,3348.7,1644.6,513.3,540.2,4231.9,20.5,72.3,45.8,1425.7,959.7,1852.2,35247.3,16206.6,55166.1
2025-01-01T11:45+01:00,1402.6,4327.5,3343.7,1646.9,513.4,551.9,4210.6,20.3,60.8,93.2,1426.3,964.8,1855.8,34999.7,16817.2,55301.1
2025-01-01T12:00+01:00,1412.4,4338.4,3385.2,1647.9,513.4,559.2,4069.4,20.1,95.7,29.3,1425.6,950.1,2034.1,35656.5,17041.2,55881.6
2025-01-01T12:15+01:00,1409.9,4275.3,3379.2,1644,513.4,530.8,3823.2,20.3,109,88.7,1424.2,940.7,2150.2,36069.1,17161.4,55886
2025-01-01T12:30+01:00,1412.9,4243.4,3354.3,1641,513.4,531.5,3823.2,20.8,96.8,17.7,1423.9,958.7,2194.2,36322.5,17162.4,55934.4
2025-01-01T12:45+01:00,1425.5,4335.9,3354.4,1636.3,513.3,548.3,3817.2,20.8,92.3,79.3,1424.3,957.4,2201.5,36273.2,16908,56045.9
2025-01-01T13:00+01:00,1421,4322.8,3344.4,1639.7,513.3,562.4,3796.5,20.8,108.2,172.8,1424.7,968.3,2299.4,36903,16397,55604.8
2025-01-01T13:15+01:00,1406.9,4243,3341.9,1648.5,513.3,534.2,3877.7,20.8,53.8,138.9,1424.2,957.5,2618.3,36802.1,15644.6,54548
2025-01-01T13:30+01:00,1401.6,4258.9,3313.7,1647.3,513.4,520.2,3878.9,21,130.1,89.9,1424.7,952.3,2787.3,37042.1,14617.6,54272.3
2025-01-01T13:45+01:00,1397.3,4290.1,3302.7,1636.7,513.3,491.2,3881.1,20.8,129.5,159.2,1424.5,952.5,3055.1,37417.6,13433.2,53978.4
2025-01-01T14:00+01:00,1383.7,4250.4,3317.3,1643.4,513.3,473.3,3866.2,20.7,97.3,20.6,1424.4,944.3,3002.8,37330.4,12014.7,53729.3
2025-01-01T14:15+01:00,1384.4,4332.6,3361.1,1622,513.3,499.9,3859.2,20.6,37.6,167.4,1424.8,959.9,3293.8,37673.5,10737.5,53385.1
2025-01-01T14:30+01:00,1381.3,4318,3397.5,1624.6,513.4,479.8,3854,20.7,104.7,79.7,1425.3,961.2,3553.9,38301.6,9236.3,53330.1
2025-01-01T14:45+01:00,1371.6,4244.7,3429.2,1633.7,513.3,488.3,3815.6,20.7,120.5,83.7,1424.8,961.6,4002.9,38699.6,7715.9,53344.3
2025-01-01T15:00+01:00,1360.8,4231.7,3436.3,1628.1,513.3,496,3802,20.9,60.8,41.1,1391.9,969.5,4450.4,39360.2,6133.8,54390.4
2025-01-01T15:15+01:00,1355.1,4336,3433.7,1631.7,513.3,498.3,3830.9,20.9,69.3,42.2,1386,948.4,4643.5,40443.9,4587.7,54432.1
2025-01-01T15:30+01:00,1350.5,4364.2,3449,1648.7,513.3,514.7,3838.6,21.2,70.4,11.9,1385.8,946.2,4802.6,41180.1,3102.9,54527.3
2025-01-01T15:45+01:00,1346.3,4415.3,3420.9,1607.3,513.3,553.2,3824.8,21.2,192.5,293.1,1386.6,959,4554.7,41537.8,1806.6,54965.7
2025-01-01T16:00+01:00,1330.4,4399.6,3475.7,1607.2,513.3,572.6,3841.1,21.5,122.1,269.6,1384.4,974.9,4611.2,40735.9,801.2,55598.9
2025-01-01T16:15+01:00,1339.7,4530.8,3465,1648.1,513.3,560.1,3894.3,21.8,83.8,416.8,1385.6,967.8,4917,41055.8,204,56084.7
2025-01-01T16:30+01:00,1341.6,4572.5,3488.3,1778.4,513.4,575.1,3899.6,22.1,188.1,387.4,1382.7,972.1,4876.8,41601.3,48.7,57078.1
2025-01-01T16:45+01:00,1343.2,4594.9,3504,1840.2,513.3,565.2,3880.7,22.3,130,654.7,1371.9,970.9,4476.8,41642,31.9,58362.7
2025-01-01T17:00+01:00,1344.8,4639.2,3463,1873.1,513.3,551.3,3929.3,22.3,123.3,331.2,1372.3,970.1,4499.5,42256,30.5,58006.4
2025-01-01T17:15+01:00,1344.1,4667.7,3429.6,2017.5,513.4,564.2,3925.9,21.9,100.8,322.4,1371.1,969.8,4885.6,43169.9,29.9,58459.7
2025-01-01T17:30+01:00,1339.4,4669.7,3401.7,2135.7,513.3,561.9,3930.6,22.2,114.1,413.1,1370.1,973.1,4945.4,43411.3,24.8,59023.4
2025-01-01T17:45+01:00,1338.2,4705.7,3399.9,2241,513.3,557.8,3939,22.3,51.4,506.9,1370.6,978,4909.3,43530.5,22.8,59395.4
2025-01-01T18:00+01:00,1331.1,4697.4,3385.5,2307.1,513.4,541.4,3921.3,22.3,37,574.2,1370.5,972.8,4050,43661.7,21.8,59479.4
2025-01-01T18:15+01:00,1326.1,4678.7,3366.9,2340.6,513.3,517.9,3922.2,22.3,28.8,525.8,1370.3,971.4,3858.2,43679.7,21,59023.2
2025-01-01T18:30+01:00,1331.3,4722.4,3377.2,2375.5,513.4,500.1,3940.2,22.2,27.9,646,1370.5,959.3,3722.6,43395.5,20.1,58800.5
2025-01-01T18:45+01:00,1332.3,4730.7,3367.8,2456.8,513.3,530.6,3971.7,22.1,25.3,317.6,1370.5,970.9,3582.1,43356.2,20,58219.4
2025-01-01T19:00+01:00,1334.2,4701.8,3382.1,2465,513.4,539.3,3995.5,22.1,67.7,540.3,1370.9,970.8,3548.2,42995.5,18.9,58377.9
2025-01-01T19:15+01:00,1334.9,4689.4,3407.2,2464.3,513.4,510.2,3990,22,142.2,507.4,1371.2,969.7,3504.9,42744.4,17.8,57765.8
2025-01-01T19:30+01:00,1335.5,4677.7,3393.6,2463.7,513.3,509,3976.3,22,87.6,367.7,1370.9,958.1,3477.2,42613.9,16.4,57584.4
2025-01-01T19:45+01:00,1332,4676.7,3393.1,2479.8,513.4,506,3936.4,22,54.9,380.1,1371.2,962.8,3456.6,42346.5,16.1,56877.4
2025-01-01T20:00+01:00,1324.4,4603,3328.1,2511.4,513.3,513,3876.5,21.9,39.9,596.3,1371.5,948.3,3974.9,42387,19.1,56041.9
2025-01-01T20:15+01:00,1319.3,4617.8,3282.5,2561,513.3,514.2,3825.9,21.8,27.9,495.1,1372.1,929.7,4052.1,42030,16.9,55771.3
2025-01-01T20:30+01:00,1314.8,4588.5,3276.1,2591.5,513.4,531.6,3784.8,21.7,31.9,312,1372.5,946.2,3996.3,41814.9,17.2,55111.8
2025-01-01T20:45+01:00,1313.9,4585.7,3282.5,2633.6,513.3,514,3788.8,21.8,22.9,214.4,1373,945.7,3894.5,41853.9,17.4,54289.7
2025-01-01T21:00+01:00,1316.6,4532.6,3278.3,2634.7,513.4,527.1,3782.4,21.8,20.4,552,1373,966.7,4055.7,41457.3,16.2,54254.1
2025-01-01T21:15+01:00,1314.2,4533.8,3279.7,2645.1,513.3,520,3797.4,22.3,56.2,435.8,1373.1,982.7,4166,40857,15.7,53771.7
2025-01-01T21:30+01:00,1310.7,4525.6,3272.9,2701.1,513.4,511.6,3797.7,22,57.3,412.6,1373.6,959.9,3980.1,40467.3,16,53025.4
2025-01-01T21:45+01:00,1310.5,4526.9,3279.6,2697.9,513.4,485.3,3801.7,22,54.8,824.3,1373.4,961,3716.3,40367.3,15.5,52412.2
2025-01-01T22:00+01:00,1308.6,4491.5,3282.9,2701,513.3,462,3756.4,22.4,86,825.6,1374,965.2,3986.2,38956.1,0,52067.4
2025-01-01T22:15+01:00,1301.7,4492.2,3268.3,2740.8,513.3,470.3,3761.9,22.8,31.8,460.8,1374.5,964.5,4010.3,39056.8,0,51793.6
2025-01-01T22:30+01:00,1299.8,4476,3269.7,2766.7,513.3,488,3760.1,22.9,28.5,460.7,1374.5,972.5,3706,39124.8,0,50881.8
2025-01-01T22:45+01:00,1292.5,4451.2,3275.9,2771.5,513.4,504.4,3763.9,23,17.9,494.9,1374.2,971.1,3711.6,39086.3,0,49917.4
2025-01-01T23:00+01:00,1290.7,4395.6,3253.4,2775.3,513.4,503.4,3746.7,23,71.1,700.7,1374.5,972.7,3977.5,39372.8,0,49581.7
2025-01-01T23:15+01:00,1291.1,4372.7,3259.7,2775.2,513.3,490.9,3735.8,23.3,46.2,444,1375.2,964.9,3916.9,39226.4,0,49264.5
2025-01-01T23:30+01:00,1291.4,4361.8,3273.6,2764.6,513.4,500.1,3767.7,23.3,29.5,319.3,1375.4,951,4283.8,38915.5,0,47858.3
2025-01-01T23:45+01:00,1293.8,4338.1,3286.8,2754.3,513.3,530.4,3773.1,23.3,22.5,486.4,1376.1,965.5,4280.6,38509.6,0,47030.3
2025-01-02T00:00+01:00,1290.1,4183.8,3452.5,2835.6,492,664.9,3819.9,23.3,88.7,502.8,1375.8,966.3,4196.9,38118.3,0,47242.3
2025-01-02T00:15+01:00,1302.7,4252.1,3534.3,2924,491.8,493.9,3831.3,23.4,118,735.9,1376.1,951.8,3989.4,37282.9,0,46976.7
2025-01-02T00:30+01:00,1338.2,4275.4,3532.2,2882.9,491.8,495.8,3831.3,23.3,98,733,1375.7,936,3988.9,37044.3,0,45991
2025-01-02T00:45+01:00,1360.9,4272.4,3599.8,2829.5,491.8,482.4,3698.9,23.3,103.9,800.4,1375.9,949,3956.8,36194.5,0,45522.6
2025-01-02T01:00+01:00,1356.8,4256.4,3832.5,2734.6,491.8,485.8,3587.8,23.5,97.6,685.2,1376.2,946.7,4597,35963.5,0,44568.4
2025-01-02T01:15+01:00,1345.9,4246.5,3909.5,2623.5,491.9,488.9,3576,23.5,32,339.6,1375.7,938.4,4743.6,36016.8,0,44356.7
2025-01-02T01:30+01:00,1338.7,4227.1,3987.6,2545,491.9,500.2,3553.3,23.5,31.1,334.9,1375.2,960.8,4787.6,35830,0,44162.4
2025-01-02T01:45+01:00,1339.2,4239.5,4044.1,2437.2,491.8,505.3,3539.3,23.4,55.2,443.8,1375.4,967.3,4885.8,34894.5,0,44012.9
2025-01-02T02:00+01:00,1338.5,4245.4,4038.6,2332.4,491.8,508.3,3626.8,23.2,53.6,352.3,1375.5,977.9,5110.9,33823.3,0,43456.6
2025-01-02T02:15+01:00,1323.8,4256.3,4042.7,2214,491.8,504.5,3625.9,23.2,82.1,586.8,1374.7,963,5121.8,33284.7,0,43445.9
2025-01-02T02:30+01:00,1321,4263.3,4038.8,2136.4,491.8,496.8,3622.7,23,46.6,410.1,1375.5,968.5,5333,33512.1,0,43235.4
2025-01-02T02:45+01:00,1315.3,4221.3,4051.9,2061.1,491.9,480.2,3569.5,22.8,25.4,296.4,1375.3,974,5493,33637.6,0,43521.5
2025-01-02T03:00+01:00,1323.7,4244.9,4066.5,2020.9,491.8,484.6,3560.9,22.6,24,302.4,1374.5,985.8,5615.2,33043.4,0,43159.7
2025-01-02T03:15+01:00,1322,4226.5,4074.1,2041.5,491.9,496.9,3737.7,22.5,42.3,364.1,1374.6,959.5,5598.4,32442.3,0,43738.2
2025-01-02T03:30+01:00,1331,4251.4,4074,2049.9,491.8,493.7,3739.3,22.4,113.1,508.5,1374.3,956.8,5627.6,31583.4,0,43949.5
2025-01-02T03:45+01:00,1329.2,4284.8,4195.4,2060,491.9,494.6,3823.9,22.7,125.7,518,1375.2,962.8,5534,31113.2,0,44130.4
2025-01-02T04:00+01:00,1313.3,4237.5,4522.9,2133.8,491.8,488.8,4035.6,22.4,125.4,139.3,1374.6,963.4,4998.9,30610.5,0,44300.2
2025-01-02T04:15+01:00,1316.3,4298.8,4569.5,2147.9,491.9,494.5,4293.2,22.2,122.1,110.2,1374.3,948.3,4997.8,30578.3,0,43819.2
2025-01-02T04:30+01:00,1321.2,4306.8,4599.3,2215.4,491.8,507.5,4466.2,22,124.9,58,1373.4,968.7,4918.7,30369.9,8.3,44138.5
2025-01-02T04:45+01:00,1325.9,4305.7,4627.3,2407.1,491.8,507.5,4601.3,22,118.7,285.1,1413.3,970.7,4819.1,30095.3,8.4,44889.7
2025-01-02T05:00+01:00,1277.3,4328.3,4652.1,2454.1,491.8,495.5,5086,21.8,103.1,117.9,1465.6,968.4,4589.4,29685.1,8.3,45038.6
2025-01-02T05:15+01:00,1271.2,4342.8,4673.6,2499.4,491.9,499.9,5391.1,21.6,123,123.5,1465,966,4546.3,29435.8,8.8,45622.1
2025-01-02T05:30+01:00,1272.5,4355.7,4752.1,2557,491.8,497.3,5511.5,21.7,90.4,109.8,1465,972.1,4574.1,29159.8,8.4,46943.8
2025-01-02T05:45+01:00,1269.2,4372.9,5078.5,2583.1,491.8,506.9,5825,21.7,105.2,364.2,1539.1,966.4,4560.6,29174.7,8.2,47961.4
2025-01-02T06:00+01:00,1265.4,4412.9,5802.4,2573.8,491.8,502.9,6601.4,21.6,85.5,166.5,1595.5,962.3,5474.8,29103.7,7.7,50391.2
2025-01-02T06:15+01:00,1260.1,4462.2,6346.3,2613.5,491.8,489,6446.3,21.3,115.2,172.9,1595.5,958.9,5508.6,28077.3,9.5,51417.3
2025-01-02T06:30+01:00,1251.6,4407.6,6823,2825.5,491.8,483.4,6481.5,21.3,100.8,222,1594.7,956.4,5800.9,27472.8,8.3,52913.1
2025-01-02T06:45+01:00,1253.9,4497.6,7206.3,3011.6,491.8,477.7,6925.9,21.2,132.5,253.3,1716.5,960.6,5571.7,26601,9.8,53844.1
2025-01-02T07:00+01:00,1250,4569.2,7866.9,3082.8,491.8,491,7919.9,21.2,179.2,171.2,1853.4,949.2,5971.4,25455.1,9.7,55064.1
2025-01-02T07:15+01:00,1251.3,4649.5,8123.3,3251.4,491.8,515.2,7999.5,21.2,104.3,341.4,1853.5,962.8,5920.9,24917.5,10.1,56227.3
2025-01-02T07:30+01:00,1251.7,4667,8110.1,3465.5,491.8,533,8168.7,21.2,65.4,297.6,1853.9,961.4,5831.9,24518.3,10.3,56855
2025-01-02T07:45+01:00,1251.8,4700.9,8453.7,3660.8,491.8,537.3,8315.1,21,63.7,410,1933.5,968.9,5743.5,23980.9,16.5,57679.9
2025-01-02T08:00+01:00,1253.4,4773.6,8877.7,4019.4,491.8,531.3,8924.3,20.9,4.6,367.2,2055,952.8,5843.7,22971.2,20.3,59224.9
2025-01-02T08:15+01:00,1265.5,4834.8,9187.8,4207.9,491.8,517.5,8976.4,20.9,42.6,816,2060.5,949.3,5676.1,21851.6,49.8,59885.5
2025-01-02T08:30+01:00,1274.1,4903.1,9194.6,4225.7,491.8,517,9209.1,20.8,114.3,1239,2060.3,941.9,5654.7,21342.1,285.7,60176.2
2025-01-02T08:45+01:00,1279.3,4939.3,9211.1,4199,491.8,497.4,9526.2,20.8,128.6,1724.2,2049.2,940.8,5837.8,20628.3,724.3,60987.2
2025-01-02T09:00+01:00,1281.5,4927.3,9541.4,4269.3,491.8,473.1,9710.1,21,10.8,1048.8,1940.4,935.9,5997.4,19812.4,1302.8,61860.1
2025-01-02T09:15+01:00,1286.6,4890.8,9584.1,4332.9,491.8,465.5,9770.4,20.7,7.6,841.3,1930.7,912.8,6039.8,18560.8,1862.2,62394.5
2025-01-02T09:30+01:00,1293.1,4928.8,9605.1,4433.6,491.8,485,9820.5,20.7,44.7,870.8,1930.3,926.6,5985.2,17507.1,2537.1,62630.5
2025-01-02T09:45+01:00,1293.9,4928.5,9671.6,4516.3,491.8,496.7,10034.9,21,49.2,976.9,1919.6,932.9,5883.2,16812.4,3369.9,62682.1
2025-01-02T10:00+01:00,1298.8,4881.7,9749.5,4565.9,491.8,475.2,10680.2,21.2,49.7,1043.8,1787.7,919.4,5761.7,15950,4268.1,62643.6
2025-01-02T10:15+01:00,1301.8,4866.1,9753.7,4550.3,491.8,444.6,10784.9,21.1,49.5,1229.8,1738.1,945,5196.3,15265.1,5284.3,62943.7
2025-01-02T10:30+01:00,1307.2,4853.3,9779.5,4553.3,491.9,462.4,10771.8,21.3,27.5,1045.5,1798.9,962.3,4885.4,14624.6,6312.8,63373.2
2025-01-02T10:45+01:00,1316.8,4846.8,9730.9,4551.2,491.8,481.4,10886,21.4,98.2,1187.8,1795.7,959.8,4560.4,13959.1,7124,63290.8
2025-01-02T11:00+01:00,1316,4784.4,9755.2,4616.5,491.8,495.1,10871.4,21.3,28.1,246.1,1678.4,956.4,4874.8,13411.8,7848.9,63521.9
2025-01-02T11:15+01:00,1312.8,4767.5,9738.5,4621.7,491.9,467.1,10793.7,21.2,47.3,748,1607.4,954.2,5179.3,13003.2,8561.8,64006.9
2025-01-02T11:30+01:00,1309.2,4743.2,9746.4,4612.9,491.8,476.9,10828.2,21.4,20.6,421.5,1607.7,949.3,5308.1,12496.2,9041.2,64396.7
2025-01-02T11:45+01:00,1309.9,4743.2,9745.6,4608.5,491.8,490.5,10851.1,21.4,26.3,488.3,1608,953.6,5316,11963.5,9347.7,64697.5
2025-01-02T12:00+01:00,1306.1,4638.1,9720,4635.8,491.8,504.2,10832.9,21.3,57.8,234.1,1559.9,922.7,5140.9,11648.9,9454.5,64922.8
2025-01-02T12:15+01:00,1306.7,4628.8,9711.6,4643,491.8,509.4,10822,21.3,57.7,219.5,1545,882.6,5208.7,11504.5,9465.1,64991.7
2025-01-02T12:30+01:00,1309,4620.3,9698,4644.3,491.9,512.6,10827.7,21.4,48.3,190.5,1541.6,883.3,5426.9,11527.4,9532,64870.8
2025-01-02T12:45+01:00,1318.9,4620.2,9635.4,4613,491.8,538.5,10795.4,21.1,19.9,237.3,1541.8,875.6,5784,11767.2,9347,64756
2025-01-02T13:00+01:00,1325.5,4602.9,9825,4455.9,491.8,564.7,10737.9,21.2,82.2,215.1,1471.4,889.2,5580.7,11647.3,9195.2,65021.4
2025-01-02T13:15+01:00,1323.3,4592.6,9844.3,4363.4,491.8,540.8,10722.2,21.3,55.8,162.6,1437.7,886,5681,11684.4,8673.9,64541.9
2025-01-02T13:30+01:00,1323.6,4588.6,9850.4,4363.1,491.9,521.1,10731.8,21.2,91.5,165.8,1437.9,885.1,5305.4,11805.3,7978.9,64148.2
2025-01-02T13:45+01:00,1320.4,4592.5,9860.1,4257.9,491.8,521,10663.6,21.4,120.7,170.1,1443.1,888,5305.9,11591.5,7184.9,63802
2025-01-02T14:00+01:00,1317.3,4622,9870.8,4325.1,491.8,519.5,10739.4,21.3,184.2,356,1524.8,893.3,4965.9,11528.5,6394.1,63682.9
2025-01-02T14:15+01:00,1314,4658.7,9825.1,4312.2,491.9,471.6,10637.4,21.2,137.7,608.5,1530.6,880.3,5238.2,11206.5,5533.5,62976.1
2025-01-02T14:30+01:00,1312.3,4714.8,9598.5,4326.8,491.8,459.9,10740.6,21,176.3,819.3,1531.1,870.2,5265.3,10921.6,4597.8,62897.1
2025-01-02T14:45+01:00,1309.8,4742.2,9659.2,4349.6,491.8,450.2,10835.6,21.1,131.1,1681.2,1533.3,890.7,5012.8,10959.6,3597.3,62582.6
2025-01-02T15:00+01:00,1308.7,4809.2,9746.3,4373.9,491.9,437.4,10864,20.9,143.8,3820.7,1568.6,884,4957,11064.5,2694.6,62697.4
2025-01-02T15:15+01:00,1299.7,4830,9803.1,4379.4,491.8,437.2,10875.5,20.9,155.3,3734.6,1568.5,885.6,5002.9,11393.7,1831.4,62570.8
2025-01-02T15:30+01:00,1297.2,4864.4,9873.6,4331.1,491.9,437.5,10904,21,211.1,3796.5,1568.6,883.1,5197.6,11511.4,1077.3,62790
2025-01-02T15:45+01:00,1289.4,4867.4,9881.3,4252.4,491.8,452.3,10953.9,21.1,120.8,3853.7,1568.9,878.3,5567.1,11649.5,510.6,62948.2
2025-01-02T16:00+01:00,1291.7,4995.4,9867.6,4243.2,491.8,439.4,11086.9,21.1,104.5,2732.8,1568.3,901,5407.9,12339.6,187.3,63096.9
2025-01-02T16:15+01:00,1295.4,4991.9,9882.4,4250.2,491.8,451.6,11109.4,20.9,115.5,3104.3,1568,916,5521.4,12247.3,49.9,63710.1
